Long Station Name,Collection Date,EC,Na,Sacramento X2,WYT,Location,Area
Middle River @ Union Point - P10A,12/3/2018,408,47,#N/A,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,5/5/2014,483,46,87.63000727,C,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2014,436,46,93.56618111,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2010,483,45,63.81753273,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2014,459,45,75.44547873,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/17/1990,422,45,85.19881494,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/4/2016,387,45,86.5637221,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,5/7/2009,425,44,68.40551796,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/6/2009,411,44,87.99178837,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/7/2016,398,44,83.68530205,BN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/26/1990,396,44,86.56430395,C,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2008,435,43,81.73068377,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/4/2019,411,43,#N/A,W,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/11/1990,397,43,86.1336185,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/5/2018,362,43,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/4/2007,399,42,80.25338455,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/5/2008,456,41,54.87619201,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/6/2010,441,41,68.63765096,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/5/2007,364,41,85.25541551,D,SouthDelta,Interior
Middle River @ Union Point - P10A,11/7/2016,353,41,87.41045331,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/2/2008,387,40,88.7732302,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,9/1/1993,386,40,78.41118016,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/9/2018,358,40,54.04390508,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/6/2015,419,39,88.0123047,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/5/2018,402,39,74.06112596,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,5/4/2010,400,39,57.05251942,BN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/22/1992,409,38,77.19407905,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2015,406,38,78.10690622,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/10/1990,367,38,87.75334412,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/7/2018,352,38,64.92049336,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2015,415,37,87.92593622,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2009,352,37,88.3635176,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/10/2018,346,37,84.8982076,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,1/9/2017,338,37,56.18463132,W,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,5/5/1992,397,36,86.61933596,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/7/2011,372,36,56.35666923,W,SouthDelta,Interior
Middle River @ Union Point - P10A,9/9/2009,345,36,84.37552482,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/5/2006,341,36,88.65054031,W,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,5/21/2009,353,35,75.54540529,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/13/1993,376,34,64.09402935,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,5/2/2007,346,34,74.44600721,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/5/2010,340,34,83.98583932,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/4/2007,348,33,87.28423839,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/2/2007,335,33,87.02852586,W,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2010,334,33,84.63274041,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/1/2009,320,33,92.29828513,D,SouthDelta,Interior
Middle River @ Union Point - P10A,3/4/2008,374,32,66.16351777,C,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2009,336,32,74.90839371,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/7/2011,334,32,64.18410148,W,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/20/1993,318,32,84.89979461,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/5/2009,358,31,73.26168644,D,SouthDelta,Interior
Old River nr Tracy,1/13/1993,332,30,64.09402935,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/6/2010,321,30,84.27592276,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/7/2016,319,30,82.94141541,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/2/2007,318,30,72.02877378,D,SouthDelta,Interior
Middle River @ Union Point - P10A,7/1/2008,318,30,84.87243383,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2016,288,30,84.03725468,BN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,3/11/1992,360,29,67.72093556,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2016,328,29,66.37589317,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/5/2008,304,29,88.35573476,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2010,294,29,86.84207092,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/5/2018,284,29,74.73149108,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/6/2007,277,29,84.7182393,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/8/1992,340,28,79.86326901,C,SouthDelta,Interior
Middle River @ Union Point - P10A,7/2/2007,303,28,80.94470218,D,SouthDelta,Interior
Middle River @ Union Point - P10A,6/8/2010,288,28,67.97063022,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/7/2006,274,27,88.98570418,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/10/2016,321,26,62.66343249,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2009,314,26,75.36176628,D,SouthDelta,Interior
Middle River @ Union Point - P10A,3/13/2019,278,25,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/4/2009,265,25,84.14076361,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/3/2011,274,24,53.33698971,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/2/2006,261,24,78.28975195,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/6/2011,257,24,57.57300551,W,SouthDelta,Interior
Old River nr Tracy,10/20/1993,249,24,84.89979461,C,SouthDelta,Interior
Middle River @ Union Point - P10A,7/9/2018,246,24,82.60710477,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,2/6/2017,258,23,50.46962633,W,SouthDelta,Interior
Middle River @ Union Point - P10A,10/3/2006,253,23,79.15994988,AN,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/20/1993,244,23,84.89979461,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/4/2011,247,22,0,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2010,241,22,80.72423904,BN,SouthDelta,Interior
Old River @ Middle River,6/9/1998,236,22,51.89782644,W,SouthDelta,Interior
Middle River @ Union Point - P10A,12/4/2017,246,20,83.87250454,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2016,222,20,84.55059684,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/6/2006,240,19,78.70958184,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/1/2016,207,19,83.57049111,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/7/2009,228,18,82.06398554,D,SouthDelta,Interior
Middle River @ Union Point - P10A,8/7/2017,217,18,80.74384873,W,SouthDelta,Interior
Middle River @ Union Point - P10A,4/3/2017,201,18,49.18404199,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/6/2018,197,18,82.35063213,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,5/2/2011,199,17,57.60965856,W,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2017,193,17,77.48586469,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/5/2011,184,17,56.36389323,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/2/2010,189,16,79.32890201,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/8/2017,187,16,46.65054443,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/5/2017,177,16,57.96351261,W,SouthDelta,Interior
Middle River @ Union Point - P10A,10/2/2017,186,15,77.2692402,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/10/2017,177,15,70.04911852,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/5/2006,154,14,67.43685291,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/3/2017,120,9,50.00669585,W,SouthDelta,Interior
